year,donor_name,recipient_name,Principal gender equality,Principal all climate,Principal disability,usd_disbursement_deflated
2018,Japan,Afghanistan,TRUE,FALSE,FALSE,11.271365
2018,Japan,Nicaragua,FALSE,FALSE,FALSE,8.535846
2018,Japan,Armenia,FALSE,FALSE,FALSE,1.883583
2018,Japan,Pakistan,FALSE,TRUE,FALSE,21.289802
2018,Japan,Bhutan,TRUE,FALSE,FALSE,0.009412
2018,Japan,Venezuela,FALSE,FALSE,FALSE,0.62912
2018,Japan,Saint Vincent and the Grenadines,FALSE,FALSE,FALSE,0.251989
2018,Japan,Uzbekistan,FALSE,TRUE,FALSE,140.350656
2018,Japan,Sri Lanka,FALSE,TRUE,FALSE,57.027652
2018,Japan,Guatemala,FALSE,FALSE,FALSE,17.650277
2018,Japan,Jamaica,FALSE,FALSE,FALSE,3.490617
2018,Japan,Turkmenistan,FALSE,FALSE,FALSE,0.46739
2018,Japan,Costa Rica,FALSE,FALSE,FALSE,14.204088
2018,Japan,El Salvador,FALSE,TRUE,FALSE,0.930191
2018,Japan,Cambodia,TRUE,FALSE,FALSE,2.813412
2018,Japan,Yemen,FALSE,FALSE,FALSE,27.35434
2018,Japan,Brazil,FALSE,TRUE,FALSE,16.836866
2018,Japan,Colombia,TRUE,FALSE,FALSE,0.007254
2018,Japan,Bangladesh,TRUE,FALSE,FALSE,18.630958
2018,Japan,Guatemala,FALSE,TRUE,FALSE,0.171884
2018,Japan,Micronesia,FALSE,FALSE,FALSE,12.363683
2018,Japan,Viet Nam,FALSE,FALSE,TRUE,0.089616
2018,Japan,Papua New Guinea,FALSE,TRUE,FALSE,3.777846
2018,Japan,Yemen,TRUE,FALSE,FALSE,1.777595
2018,Japan,Indonesia,TRUE,FALSE,FALSE,0.226385
2018,Japan,Myanmar,FALSE,TRUE,FALSE,10.36791
2018,Japan,Panama,FALSE,FALSE,FALSE,6.272175
2018,Japan,Bolivia,TRUE,FALSE,FALSE,0.631088
2018,Japan,Syrian Arab Republic,TRUE,FALSE,FALSE,1.246705
2018,Japan,Nicaragua,FALSE,TRUE,FALSE,1.953063
2018,Japan,Honduras,FALSE,TRUE,FALSE,0.705361
2018,Japan,Afghanistan,FALSE,TRUE,FALSE,0.400819
2018,Japan,Cook Islands,FALSE,FALSE,FALSE,1.802587
2018,Japan,Suriname,FALSE,FALSE,FALSE,1.679233
2018,Japan,Saint Lucia,FALSE,FALSE,FALSE,1.562143
2018,Japan,Tuvalu,FALSE,TRUE,FALSE,0.732886
2018,Japan,Costa Rica,FALSE,TRUE,FALSE,27.416937
2018,Japan,Belarus,FALSE,FALSE,TRUE,0.072463
2018,Japan,Niue,FALSE,FALSE,FALSE,0.817807
2018,Japan,Dominica,FALSE,FALSE,FALSE,1.990479
2018,Japan,Lao People's Democratic Republic,TRUE,FALSE,FALSE,1.252696
2018,Japan,Peru,FALSE,TRUE,FALSE,23.099364
2018,Japan,Bhutan,FALSE,TRUE,FALSE,0.193983
2018,Japan,Thailand,TRUE,FALSE,FALSE,0.830483
2018,Japan,Costa Rica,TRUE,FALSE,FALSE,0.004833
2018,Japan,Cambodia,FALSE,TRUE,FALSE,14.413894
2018,Japan,Thailand,FALSE,TRUE,FALSE,1.052655
2018,Japan,Antigua and Barbuda,FALSE,FALSE,FALSE,1.843276
2018,Japan,Montenegro,FALSE,FALSE,FALSE,0.238964
2018,Japan,Brazil,FALSE,FALSE,TRUE,0.070839
2018,Japan,Türkiye,FALSE,TRUE,FALSE,13.235663
2018,Japan,Cuba,TRUE,FALSE,FALSE,0.273425
2018,Japan,Haiti,FALSE,TRUE,FALSE,6.858359
2018,Japan,Iraq,FALSE,TRUE,FALSE,23.149113
2018,Japan,Iran,FALSE,TRUE,FALSE,1.146365
2018,Japan,Dominican Republic,TRUE,FALSE,FALSE,0.004833
2018,Japan,Pakistan,TRUE,FALSE,FALSE,4.082676
2018,Japan,Mongolia,FALSE,FALSE,TRUE,0.41129
2018,Japan,Serbia,TRUE,FALSE,FALSE,0.362167
2018,Japan,Serbia,FALSE,TRUE,FALSE,0.23253
2018,Japan,Türkiye,TRUE,FALSE,FALSE,1.03524
2018,Japan,Nicaragua,TRUE,FALSE,FALSE,0.223629
2018,Japan,Türkiye,FALSE,FALSE,TRUE,0.005775
2018,Japan,Panama,FALSE,TRUE,FALSE,0.085277
2018,Japan,Myanmar,TRUE,FALSE,FALSE,2.925398
2018,Japan,Philippines,FALSE,TRUE,FALSE,42.103708
2018,Japan,Tuvalu,FALSE,FALSE,FALSE,1.026893
2018,Japan,Bolivia,FALSE,TRUE,FALSE,0.178741
2018,Japan,Paraguay,TRUE,FALSE,FALSE,0.186872
2018,Japan,Nauru,FALSE,FALSE,FALSE,0.253808
2018,Japan,Armenia,TRUE,FALSE,FALSE,0.093846
2018,Japan,Samoa,FALSE,TRUE,FALSE,2.692009
2018,Japan,Tokelau,FALSE,FALSE,FALSE,0.001206
2018,Japan,Nepal,TRUE,FALSE,FALSE,0.25522
2018,Japan,West Bank and Gaza Strip,TRUE,FALSE,FALSE,0.427034
2018,Sweden,Ukraine,FALSE,FALSE,FALSE,31.051984
2018,Sweden,Afghanistan,TRUE,FALSE,FALSE,28.487293
2018,Sweden,Serbia,FALSE,FALSE,FALSE,9.686978
2018,Sweden,Afghanistan,FALSE,FALSE,FALSE,109.178162
2018,Sweden,Myanmar,TRUE,FALSE,FALSE,1.821883
2018,Sweden,Sri Lanka,FALSE,FALSE,FALSE,1.024094
2018,Sweden,Brazil,FALSE,FALSE,FALSE,1.351999
2018,Ireland,Lebanon,FALSE,FALSE,FALSE,5.193305
2018,Sweden,Georgia,FALSE,FALSE,FALSE,12.563661
2018,Sweden,Bangladesh,FALSE,FALSE,FALSE,43.546512
2018,Sweden,Paraguay,TRUE,FALSE,FALSE,1.119298
2018,Sweden,West Bank and Gaza Strip,FALSE,FALSE,FALSE,53.360371
2018,Sweden,Guatemala,TRUE,FALSE,FALSE,7.699095
2018,Sweden,India,FALSE,FALSE,FALSE,5.081706
2018,Sweden,Bolivia,FALSE,TRUE,FALSE,4.825553
2018,Sweden,Peru,FALSE,FALSE,FALSE,0.588105
2018,Sweden,Viet Nam,TRUE,FALSE,FALSE,0.364532
2018,Sweden,North Macedonia,TRUE,FALSE,FALSE,0.949864
2018,Sweden,Nicaragua,FALSE,FALSE,FALSE,1.127146
2018,Sweden,Yemen,FALSE,FALSE,FALSE,40.090236
2018,Sweden,Myanmar,FALSE,FALSE,FALSE,42.307363
2018,Sweden,Syrian Arab Republic,FALSE,FALSE,FALSE,65.586705
2018,Sweden,Moldova,FALSE,FALSE,FALSE,10.933836
2018,Sweden,Tajikistan,FALSE,FALSE,FALSE,0.307491
2018,Sweden,El Salvador,FALSE,FALSE,FALSE,1.215302
2018,Sweden,Cuba,TRUE,FALSE,FALSE,0.862254
2018,Sweden,Thailand,FALSE,FALSE,FALSE,1.612031
2018,Sweden,Colombia,FALSE,FALSE,FALSE,28.412804
2018,Sweden,Albania,FALSE,FALSE,FALSE,5.285525
2018,Sweden,Türkiye,FALSE,FALSE,FALSE,9.22151
2018,Sweden,El Salvador,TRUE,FALSE,FALSE,0.475017
2018,Sweden,Democratic People's Republic of Korea,FALSE,FALSE,FALSE,4.2391
2018,Sweden,Philippines,FALSE,FALSE,FALSE,5.895932
2018,Sweden,India,TRUE,FALSE,FALSE,0.170227
2018,Sweden,Philippines,TRUE,FALSE,FALSE,0.729064
2018,Sweden,Guatemala,FALSE,FALSE,FALSE,20.505286
2018,Sweden,West Bank and Gaza Strip,TRUE,FALSE,FALSE,4.739825
2018,Sweden,Türkiye,TRUE,FALSE,FALSE,5.801776
2018,Sweden,China (People's Republic of),FALSE,FALSE,FALSE,3.330751
2018,Sweden,Iraq,FALSE,FALSE,FALSE,42.253745
2018,Sweden,Lebanon,FALSE,FALSE,FALSE,8.919573
2018,Sweden,Bosnia and Herzegovina,FALSE,FALSE,FALSE,15.753182
2018,Sweden,Bolivia,FALSE,FALSE,FALSE,17.398271
2018,Sweden,Lebanon,TRUE,FALSE,FALSE,1.156272
2018,Sweden,Serbia,TRUE,FALSE,FALSE,3.801485
2018,Sweden,Colombia,TRUE,FALSE,FALSE,2.690204
2018,Sweden,Bolivia,TRUE,FALSE,FALSE,7.232061
2018,Sweden,Armenia,TRUE,FALSE,FALSE,0.266649
2018,Sweden,Pakistan,FALSE,FALSE,FALSE,6.923554
2018,Sweden,Sri Lanka,TRUE,FALSE,FALSE,1.38772
2018,Sweden,Papua New Guinea,FALSE,FALSE,FALSE,0.67956
2018,Sweden,Bangladesh,TRUE,FALSE,FALSE,7.669578
2018,Sweden,Guatemala,FALSE,TRUE,FALSE,3.315867
2018,Sweden,Thailand,TRUE,FALSE,FALSE,0.490398
2018,Sweden,Cambodia,TRUE,FALSE,FALSE,0.875743
2018,Sweden,Albania,TRUE,FALSE,FALSE,2.94103
2018,Sweden,Jordan,TRUE,FALSE,FALSE,3.604989
2018,Sweden,Azerbaijan,FALSE,FALSE,FALSE,1.14005
2018,Sweden,Belarus,FALSE,FALSE,FALSE,6.176065
2018,Sweden,Paraguay,FALSE,FALSE,FALSE,0.129678
2018,Sweden,North Macedonia,FALSE,FALSE,FALSE,3.482847
2018,Sweden,Cuba,FALSE,FALSE,FALSE,1.430088
2018,Sweden,Haiti,FALSE,FALSE,FALSE,2.212255
2018,Sweden,Indonesia,FALSE,FALSE,FALSE,3.2757
2018,Sweden,Bosnia and Herzegovina,TRUE,FALSE,FALSE,2.478595
2018,Sweden,Bosnia and Herzegovina,FALSE,TRUE,FALSE,2.604765
2018,Sweden,Nepal,TRUE,FALSE,FALSE,0.139624
2018,Sweden,Nicaragua,TRUE,FALSE,FALSE,1.116554
2018,Sweden,Malaysia,FALSE,FALSE,FALSE,0.565431
2018,Sweden,Iraq,TRUE,FALSE,FALSE,2.250199
2018,Sweden,Ukraine,TRUE,FALSE,FALSE,3.628651
2018,Sweden,Venezuela,FALSE,FALSE,FALSE,2.976368
2018,Sweden,Georgia,TRUE,FALSE,FALSE,1.912669
2018,Sweden,Nepal,FALSE,FALSE,FALSE,0.907068
2018,Sweden,Honduras,TRUE,FALSE,FALSE,1.436219
2018,Sweden,Honduras,FALSE,FALSE,FALSE,0.833558
2018,Sweden,Timor-Leste,FALSE,FALSE,FALSE,0.422668
2018,Sweden,Ecuador,FALSE,FALSE,FALSE,0.115414
2018,Sweden,West Bank and Gaza Strip,FALSE,FALSE,TRUE,2.160191
2018,Sweden,Moldova,TRUE,FALSE,FALSE,3.626246
2018,Sweden,Syrian Arab Republic,TRUE,FALSE,FALSE,6.579257
2018,Sweden,Kosovo,TRUE,FALSE,FALSE,0.571266
2018,Ireland,Bangladesh,FALSE,FALSE,FALSE,2.546829
2018,Sweden,Armenia,FALSE,FALSE,FALSE,1.188963
2018,Sweden,Peru,TRUE,FALSE,FALSE,0.683054
2018,Sweden,Bangladesh,FALSE,TRUE,FALSE,1.687649
2018,Sweden,Viet Nam,FALSE,FALSE,FALSE,1.166875
2018,Sweden,Iran,FALSE,FALSE,FALSE,2.431732
2018,Sweden,Jordan,FALSE,FALSE,FALSE,7.323587
2018,Sweden,Kyrgyzstan,FALSE,FALSE,FALSE,0.054907
2018,Sweden,Belarus,TRUE,FALSE,FALSE,0.524274
2018,Sweden,Cambodia,FALSE,TRUE,FALSE,1.91267
2018,Sweden,Yemen,TRUE,FALSE,FALSE,1.375994
2018,Sweden,Serbia,FALSE,TRUE,FALSE,0.79081
2018,Sweden,Cambodia,FALSE,FALSE,TRUE,1.16954
2018,Sweden,Lao People's Democratic Republic,FALSE,FALSE,FALSE,0.14144
2018,Sweden,Cambodia,TRUE,TRUE,FALSE,0.858036
2018,Ireland,Viet Nam,FALSE,FALSE,FALSE,10.023903
2018,Sweden,Democratic People's Republic of Korea,FALSE,FALSE,TRUE,0.490865
2018,Sweden,Moldova,FALSE,TRUE,FALSE,1.125099
2018,Sweden,Mexico,FALSE,FALSE,FALSE,0.279217
2018,Ireland,Bolivia,TRUE,FALSE,FALSE,0.030674
2018,Ireland,Thailand,FALSE,FALSE,FALSE,0.320853
2018,Ireland,Peru,FALSE,FALSE,FALSE,0.542825
2018,Ireland,India,FALSE,FALSE,FALSE,1.40034
2018,Ireland,West Bank and Gaza Strip,FALSE,FALSE,FALSE,6.443333
2018,Ireland,Bosnia and Herzegovina,FALSE,FALSE,FALSE,0.034763
2018,Ireland,Myanmar,FALSE,FALSE,FALSE,1.448227
2018,Ireland,Myanmar,TRUE,FALSE,FALSE,0.586851
2018,Ireland,Georgia,FALSE,FALSE,FALSE,0.259284
2018,Ireland,Guatemala,FALSE,FALSE,FALSE,0.679106
2018,Ireland,Pakistan,FALSE,TRUE,FALSE,0.136401
2018,Ireland,Honduras,TRUE,FALSE,FALSE,0.521005
2018,Ireland,Colombia,FALSE,FALSE,FALSE,2.406387
2018,Ireland,Nicaragua,FALSE,TRUE,FALSE,0.156736
2018,Ireland,Guatemala,TRUE,FALSE,FALSE,0.463664
2018,Ireland,Cambodia,FALSE,FALSE,FALSE,0.696545
2018,Ireland,El Salvador,FALSE,FALSE,FALSE,0.1754
2018,Ireland,Kosovo,FALSE,FALSE,FALSE,0.196635
2018,Ireland,Guatemala,FALSE,TRUE,FALSE,0.149385
2018,Ireland,Jordan,FALSE,FALSE,FALSE,3.528183
2018,Ireland,Pakistan,FALSE,FALSE,FALSE,0.776162
2018,Ireland,Honduras,FALSE,FALSE,FALSE,0.805063
2018,Ireland,Afghanistan,FALSE,FALSE,FALSE,2.01893
2018,Ireland,Viet Nam,TRUE,FALSE,FALSE,0.506783
2018,Ireland,Brazil,FALSE,FALSE,FALSE,0.410909
2018,Ireland,Syrian Arab Republic,FALSE,FALSE,FALSE,8.339568
2018,Ireland,Haiti,FALSE,FALSE,FALSE,1.301008
2018,Ireland,Mexico,FALSE,FALSE,FALSE,0.058351
2018,Ireland,Democratic People's Republic of Korea,FALSE,FALSE,FALSE,0.405574
2018,Ireland,Philippines,FALSE,FALSE,FALSE,0.037166
2018,Ireland,Sri Lanka,FALSE,FALSE,FALSE,0.117048
2018,Ireland,Nicaragua,TRUE,FALSE,FALSE,0.58803
2018,Ireland,Nepal,FALSE,FALSE,FALSE,0.231308
2018,Ireland,Yemen,FALSE,FALSE,FALSE,5.805171
2018,Ireland,West Bank and Gaza Strip,TRUE,FALSE,FALSE,0.242881
2018,Ireland,Venezuela,FALSE,FALSE,FALSE,0.053089
2018,Ireland,Bolivia,FALSE,FALSE,FALSE,0.189754
2018,Ireland,Paraguay,FALSE,FALSE,FALSE,0.052472
2018,Ireland,Lao People's Democratic Republic,FALSE,FALSE,FALSE,0.63733
2018,Ireland,Afghanistan,TRUE,FALSE,FALSE,0.266603
2018,Ireland,Iran,FALSE,FALSE,FALSE,0.012346
2018,Ireland,Nicaragua,FALSE,FALSE,FALSE,0.51706
2018,Ireland,Türkiye,FALSE,FALSE,FALSE,6.989303
2018,Ireland,Türkiye,TRUE,FALSE,FALSE,0.044613
2018,Ireland,Indonesia,FALSE,FALSE,FALSE,0.403734
2018,Ireland,India,TRUE,FALSE,FALSE,0.202252
2018,Sweden,Afghanistan,FALSE,TRUE,FALSE,5.400477
2018,Sweden,Indonesia,FALSE,TRUE,FALSE,0.819072
2018,Ireland,Nepal,TRUE,FALSE,FALSE,0.202977
2018,Ireland,China (People's Republic of),FALSE,FALSE,FALSE,0.034184
2018,Ireland,Ukraine,FALSE,FALSE,FALSE,0.164166
2018,Ireland,Belarus,FALSE,FALSE,FALSE,0.012346
2018,Ireland,Argentina,TRUE,FALSE,FALSE,0.005215
2018,United Kingdom,Brazil,FALSE,FALSE,FALSE,34.831797
2018,United Kingdom,India,FALSE,FALSE,FALSE,128.691488
2018,United Kingdom,Myanmar,FALSE,FALSE,FALSE,118.070624
2018,United Kingdom,China (People's Republic of),FALSE,FALSE,FALSE,77.995369
2018,United Kingdom,Colombia,FALSE,FALSE,FALSE,48.341674
2018,United Kingdom,Thailand,FALSE,FALSE,FALSE,12.381105
2018,United Kingdom,Jordan,FALSE,FALSE,FALSE,184.784635
2018,United Kingdom,Pakistan,FALSE,FALSE,FALSE,409.823287
2018,United Kingdom,Türkiye,FALSE,FALSE,FALSE,100.760257
2018,United Kingdom,Guyana,FALSE,FALSE,FALSE,1.558674
2018,United Kingdom,Cambodia,FALSE,FALSE,FALSE,6.236904
2018,United Kingdom,West Bank and Gaza Strip,FALSE,FALSE,FALSE,68.20824
2018,United Kingdom,Mexico,FALSE,FALSE,FALSE,22.86903
2018,United Kingdom,Brazil,FALSE,TRUE,FALSE,2e-04
2018,United Kingdom,Montserrat,FALSE,FALSE,FALSE,36.322183
2018,United Kingdom,Yemen,FALSE,FALSE,FALSE,230.816202
2018,United Kingdom,Viet Nam,FALSE,FALSE,FALSE,14.534413
2018,United Kingdom,Bangladesh,FALSE,FALSE,FALSE,260.031216
2018,United Kingdom,Nepal,FALSE,FALSE,FALSE,107.850777
2018,United Kingdom,Peru,FALSE,FALSE,FALSE,8.621875
2018,United Kingdom,Afghanistan,FALSE,FALSE,FALSE,345.415156
2018,United Kingdom,Kazakhstan,FALSE,FALSE,FALSE,2.532356
2018,United Kingdom,Lebanon,TRUE,FALSE,FALSE,0.680395
2018,United Kingdom,Syrian Arab Republic,FALSE,FALSE,FALSE,318.972957
2018,United Kingdom,Kyrgyzstan,FALSE,FALSE,FALSE,5.797939
2018,United Kingdom,Ukraine,FALSE,FALSE,FALSE,37.182997
2018,United Kingdom,Indonesia,FALSE,FALSE,FALSE,24.749288
2018,United Kingdom,Iraq,FALSE,FALSE,FALSE,105.89926
2018,United Kingdom,Lebanon,FALSE,FALSE,FALSE,133.368258
2018,United Kingdom,North Macedonia,FALSE,FALSE,FALSE,4.12525
2018,United Kingdom,Kosovo,FALSE,FALSE,FALSE,4.348481
2018,United Kingdom,Malaysia,FALSE,FALSE,FALSE,13.003659
2018,United Kingdom,Sri Lanka,FALSE,FALSE,FALSE,11.7664
2018,United Kingdom,Philippines,FALSE,FALSE,FALSE,14.104319
2018,United Kingdom,Guatemala,FALSE,FALSE,FALSE,3.128396
2018,United Kingdom,Vanuatu,FALSE,FALSE,FALSE,0.009107
2018,United Kingdom,India,FALSE,TRUE,FALSE,10.755221
2018,United Kingdom,Nepal,TRUE,FALSE,FALSE,24.894491
2018,United Kingdom,West Bank and Gaza Strip,TRUE,FALSE,FALSE,0.448534
2018,United Kingdom,Afghanistan,TRUE,FALSE,FALSE,1.376704
2018,United Kingdom,Cuba,FALSE,FALSE,FALSE,6.460248
2018,United Kingdom,Uzbekistan,FALSE,FALSE,FALSE,3.115862
2018,United Kingdom,Syrian Arab Republic,TRUE,FALSE,FALSE,1.064738
2018,United Kingdom,Marshall Islands,FALSE,FALSE,FALSE,0.078912
2018,United Kingdom,Paraguay,FALSE,FALSE,FALSE,1.119916
2018,United Kingdom,Indonesia,FALSE,TRUE,FALSE,16.944273
2018,United Kingdom,Bangladesh,TRUE,FALSE,FALSE,3.626127
2018,United Kingdom,Jamaica,FALSE,FALSE,FALSE,11.176179
2018,United Kingdom,China (People's Republic of),FALSE,TRUE,FALSE,0.165072
2018,United Kingdom,Ukraine,TRUE,FALSE,FALSE,3.515553
2018,United Kingdom,Pakistan,TRUE,FALSE,FALSE,44.535032
2018,United Kingdom,Nicaragua,FALSE,FALSE,FALSE,0.508329
2018,United Kingdom,Yemen,TRUE,FALSE,FALSE,0.32333
2018,United Kingdom,Jordan,FALSE,FALSE,TRUE,5.429504
2018,United Kingdom,Serbia,FALSE,FALSE,FALSE,5.40473
2018,United Kingdom,Samoa,FALSE,FALSE,FALSE,0.081363
2018,United Kingdom,Bolivia,FALSE,FALSE,FALSE,0.79751
2018,United Kingdom,Papua New Guinea,FALSE,FALSE,FALSE,1.772452
2018,United Kingdom,Grenada,FALSE,FALSE,FALSE,0.248482
2018,United Kingdom,Lao People's Democratic Republic,FALSE,FALSE,FALSE,0.812
2018,United Kingdom,Tajikistan,FALSE,FALSE,FALSE,7.124161
2018,United Kingdom,Venezuela,FALSE,FALSE,FALSE,1.806668
2018,United Kingdom,Bangladesh,FALSE,TRUE,FALSE,2.335983
2018,United Kingdom,Nepal,FALSE,TRUE,FALSE,0.299653
2018,United Kingdom,Argentina,FALSE,FALSE,FALSE,3.298901
2018,United Kingdom,Dominica,FALSE,FALSE,FALSE,0.549284
2018,United Kingdom,Bosnia and Herzegovina,FALSE,FALSE,FALSE,3.476317
2018,United Kingdom,Albania,FALSE,FALSE,FALSE,1.564572
2018,United Kingdom,Micronesia,FALSE,FALSE,FALSE,0.097124
2018,United Kingdom,Mexico,TRUE,FALSE,FALSE,0.026469
2018,United Kingdom,Pakistan,FALSE,TRUE,FALSE,8.446899
2018,United Kingdom,Ecuador,FALSE,FALSE,FALSE,0.565676
2018,United Kingdom,Panama,FALSE,FALSE,FALSE,1.232234
2018,United Kingdom,Myanmar,TRUE,FALSE,FALSE,21.245333
2018,United Kingdom,Mongolia,FALSE,FALSE,FALSE,1.792385
2018,United Kingdom,Bhutan,FALSE,FALSE,FALSE,0.353953
2018,United Kingdom,Jordan,TRUE,FALSE,FALSE,2.079859
2018,United Kingdom,Belize,FALSE,FALSE,FALSE,1.07361
2018,United Kingdom,Syrian Arab Republic,FALSE,FALSE,TRUE,13.139124
2018,United Kingdom,Colombia,FALSE,TRUE,FALSE,0.359105
2018,United Kingdom,Malaysia,FALSE,TRUE,FALSE,0.21782
