year,donor_name,recipient_name,Principal gender equality,Principal all climate,Principal disability,flow_name,usd_disbursement_deflated
2018,Japan,Botswana,FALSE,TRUE,FALSE,ODA Grants,0.450955
2018,Japan,Kenya,FALSE,TRUE,FALSE,ODA Grants,1.323353
2018,Japan,Mozambique,TRUE,FALSE,FALSE,ODA Grants,0.067195
2018,Sweden,Ghana,FALSE,FALSE,FALSE,ODA Grants,0.902183
2018,Ireland,Burundi,FALSE,FALSE,FALSE,ODA Grants,1.773394
2018,Sweden,South Sudan,FALSE,FALSE,FALSE,ODA Grants,36.566918
2018,Sweden,Kenya,FALSE,FALSE,FALSE,ODA Grants,40.005616
2018,Ireland,South Sudan,FALSE,FALSE,FALSE,ODA Grants,13.039237
2018,Ireland,South Africa,FALSE,FALSE,FALSE,ODA Grants,3.334321
2018,Sweden,Tanzania,FALSE,TRUE,FALSE,ODA Grants,11.294497
2018,Sweden,Mali,FALSE,FALSE,FALSE,ODA Grants,24.266972
2018,Sweden,Somalia,FALSE,FALSE,FALSE,ODA Grants,54.878928
2018,Sweden,Tanzania,FALSE,FALSE,FALSE,ODA Grants,72.484621
2018,Sweden,Sudan,FALSE,FALSE,FALSE,ODA Grants,29.663425
2018,Sweden,Zambia,TRUE,FALSE,FALSE,ODA Grants,22.219306
2018,Sweden,Malawi,TRUE,FALSE,FALSE,ODA Grants,1.059844
2018,Sweden,Senegal,FALSE,FALSE,FALSE,ODA Grants,0.301009
2018,Sweden,Zimbabwe,FALSE,FALSE,FALSE,ODA Grants,18.136329
2018,Sweden,Burkina Faso,FALSE,FALSE,FALSE,ODA Grants,16.825963
2018,Sweden,Democratic Republic of the Congo,FALSE,FALSE,FALSE,ODA Grants,69.134475
2018,Sweden,Rwanda,FALSE,FALSE,FALSE,ODA Grants,24.009868
2018,Sweden,Ethiopia,FALSE,FALSE,FALSE,ODA Grants,64.896726
2018,Sweden,Cameroon,FALSE,FALSE,FALSE,ODA Grants,7.885169
2018,Sweden,Uganda,FALSE,FALSE,FALSE,ODA Grants,19.53961
2018,Sweden,Chad,FALSE,FALSE,FALSE,ODA Grants,9.015392
2018,Sweden,Libya,FALSE,FALSE,FALSE,ODA Grants,5.368049
2018,Sweden,"Africa, regional",FALSE,FALSE,FALSE,ODA Grants,41.373314
2018,Sweden,Rwanda,TRUE,FALSE,FALSE,ODA Grants,4.639979
2018,Sweden,Mozambique,FALSE,FALSE,FALSE,ODA Grants,45.933598
2018,Sweden,Kenya,FALSE,TRUE,FALSE,ODA Grants,8.69109
2018,Sweden,Benin,FALSE,FALSE,FALSE,ODA Grants,0.648058
2018,Sweden,Zimbabwe,TRUE,FALSE,FALSE,ODA Grants,16.2967
2018,Sweden,Liberia,FALSE,FALSE,FALSE,ODA Grants,30.13232
2018,Sweden,Burundi,FALSE,FALSE,FALSE,ODA Grants,6.368553
2018,Sweden,South Africa,TRUE,FALSE,FALSE,ODA Grants,0.993958
2018,Sweden,Somalia,TRUE,FALSE,FALSE,ODA Grants,47.752568
2018,Sweden,Nigeria,FALSE,FALSE,FALSE,ODA Grants,23.929943
2018,Sweden,Ethiopia,FALSE,TRUE,FALSE,ODA Grants,0.766591
2018,Sweden,Kenya,TRUE,FALSE,FALSE,ODA Grants,5.284222
2018,Sweden,Ethiopia,TRUE,FALSE,FALSE,ODA Grants,12.471081
2018,Sweden,Niger,FALSE,FALSE,FALSE,ODA Grants,6.552631
2018,Sweden,Mauritania,FALSE,FALSE,FALSE,ODA Grants,3.899896
2018,Sweden,Zambia,FALSE,FALSE,FALSE,ODA Grants,34.116106
2018,Sweden,Uganda,TRUE,FALSE,FALSE,ODA Grants,33.706418
2018,Sweden,South Africa,FALSE,FALSE,FALSE,ODA Grants,2.759433
2018,Sweden,Mali,FALSE,TRUE,FALSE,ODA Grants,8.124669
2018,Sweden,Mozambique,TRUE,FALSE,FALSE,ODA Grants,21.695634
2018,Ireland,Ethiopia,FALSE,FALSE,FALSE,ODA Grants,36.201772
2018,Sweden,Central African Republic,FALSE,FALSE,FALSE,ODA Grants,23.598878
2018,Sweden,Zimbabwe,FALSE,TRUE,FALSE,ODA Grants,1.943741
2018,Ireland,Malawi,FALSE,FALSE,FALSE,ODA Grants,14.461513
2018,Sweden,Burkina Faso,TRUE,FALSE,FALSE,ODA Grants,3.378569
2018,Sweden,Egypt,TRUE,FALSE,FALSE,ODA Grants,0.280227
2018,Sweden,Mali,TRUE,TRUE,FALSE,ODA Grants,0.025842
2018,Sweden,Togo,FALSE,FALSE,FALSE,ODA Grants,1.38461
2018,Sweden,Cameroon,FALSE,TRUE,FALSE,ODA Grants,0.748191
2018,Sweden,Tanzania,TRUE,FALSE,FALSE,ODA Grants,40.425352
2018,Sweden,Malawi,FALSE,FALSE,FALSE,ODA Grants,1.679145
2018,Ireland,Somalia,FALSE,FALSE,FALSE,ODA Grants,7.319339
2018,Sweden,Rwanda,FALSE,TRUE,FALSE,ODA Grants,2.578181
2018,Sweden,Namibia,TRUE,FALSE,FALSE,ODA Grants,0.478572
2018,Sweden,Liberia,FALSE,TRUE,FALSE,ODA Grants,0.785481
2018,Sweden,Uganda,FALSE,TRUE,FALSE,ODA Grants,0.321168
2018,Sweden,Burkina Faso,FALSE,TRUE,FALSE,ODA Grants,10.266532
2018,Sweden,Algeria,FALSE,FALSE,FALSE,ODA Grants,1.755471
2018,Sweden,Egypt,FALSE,FALSE,FALSE,ODA Grants,2.702279
2018,Sweden,Namibia,FALSE,TRUE,FALSE,ODA Grants,0.094508
2018,Ireland,Zambia,FALSE,FALSE,FALSE,ODA Grants,5.706356
2018,Sweden,Mozambique,FALSE,TRUE,FALSE,ODA Grants,9.983052
2018,Ireland,Uganda,FALSE,FALSE,FALSE,ODA Grants,27.796739
2018,Sweden,Angola,TRUE,FALSE,FALSE,ODA Grants,0.685647
2018,Ireland,Chad,FALSE,FALSE,FALSE,ODA Grants,1.261493
2018,Sweden,Zimbabwe,TRUE,TRUE,FALSE,ODA Grants,5.456732
2018,Sweden,Mali,TRUE,FALSE,FALSE,ODA Grants,14.078293
2018,Sweden,Djibouti,FALSE,FALSE,FALSE,ODA Grants,1.342669
2018,Sweden,Liberia,TRUE,FALSE,FALSE,ODA Grants,8.325734
2018,Ireland,Mozambique,FALSE,FALSE,FALSE,ODA Grants,23.214841
2018,Sweden,Zambia,FALSE,TRUE,FALSE,ODA Grants,1.091933
2018,Sweden,Sierra Leone,FALSE,FALSE,FALSE,ODA Grants,0.746617
2018,Sweden,Eswatini,FALSE,FALSE,FALSE,ODA Grants,0.085914
2018,Sweden,Namibia,FALSE,FALSE,FALSE,ODA Grants,0.425662
2018,Sweden,Côte d'Ivoire,FALSE,FALSE,FALSE,ODA Grants,0.983337
2018,Sweden,"Africa, regional",TRUE,FALSE,FALSE,ODA Grants,10.590646
2018,Sweden,Ethiopia,FALSE,FALSE,TRUE,ODA Grants,0.038083
2018,Sweden,Democratic Republic of the Congo,FALSE,TRUE,FALSE,ODA Grants,1.892977
2018,Sweden,Lesotho,FALSE,FALSE,FALSE,ODA Grants,0.242073
2018,Sweden,Angola,FALSE,FALSE,FALSE,ODA Grants,0.291272
2018,Sweden,Sudan,TRUE,FALSE,FALSE,ODA Grants,5.344222
2018,Sweden,Eritrea,FALSE,FALSE,FALSE,ODA Grants,0.294368
2018,Sweden,Gambia,FALSE,FALSE,FALSE,ODA Grants,0.741813
2018,Ireland,Nigeria,FALSE,FALSE,FALSE,ODA Grants,3.523775
2018,Sweden,Somalia,TRUE,TRUE,FALSE,ODA Grants,2.092685
2018,Sweden,Sudan,FALSE,TRUE,FALSE,ODA Grants,2.615959
2018,Sweden,Tunisia,FALSE,FALSE,FALSE,ODA Grants,2.778076
2018,Sweden,Somalia,FALSE,TRUE,FALSE,ODA Grants,0.151888
2018,Sweden,Madagascar,FALSE,TRUE,FALSE,ODA Grants,0.716688
2018,Ireland,Tanzania,TRUE,FALSE,FALSE,ODA Grants,4.698964
2018,Ireland,Sierra Leone,FALSE,FALSE,FALSE,ODA Grants,9.578538
2018,Ireland,Madagascar,FALSE,FALSE,FALSE,ODA Grants,0.0962
2018,Ireland,Kenya,FALSE,TRUE,FALSE,ODA Grants,0.85018
2018,Ireland,Kenya,TRUE,FALSE,FALSE,ODA Grants,1.215184
2018,Ireland,Kenya,FALSE,FALSE,FALSE,ODA Grants,5.515163
2018,Ireland,Mauritania,FALSE,FALSE,FALSE,ODA Grants,0.338596
2018,Ireland,Zimbabwe,FALSE,FALSE,FALSE,ODA Grants,6.187333
2018,Ireland,Tanzania,FALSE,FALSE,FALSE,ODA Grants,22.618765
2018,Ireland,Liberia,FALSE,FALSE,FALSE,ODA Grants,4.258735
2018,Ireland,Rwanda,FALSE,FALSE,FALSE,ODA Grants,1.32626
2018,Ireland,Malawi,FALSE,TRUE,FALSE,ODA Grants,9.108391
2018,Ireland,Rwanda,TRUE,FALSE,FALSE,ODA Grants,0.634537
2018,Ireland,Uganda,TRUE,FALSE,FALSE,ODA Grants,2.23978
2018,Ireland,Democratic Republic of the Congo,FALSE,FALSE,FALSE,ODA Grants,7.363826
2018,Ireland,Burkina Faso,FALSE,FALSE,FALSE,ODA Grants,0.502099
2018,Ireland,Niger,FALSE,FALSE,FALSE,ODA Grants,2.62553
2018,Ireland,Cameroon,FALSE,FALSE,FALSE,ODA Grants,1.04
2018,Ireland,South Africa,TRUE,FALSE,FALSE,ODA Grants,1.421212
2018,Ireland,Congo,FALSE,FALSE,FALSE,ODA Grants,0.03066
2018,Ireland,Guinea-Bissau,FALSE,FALSE,FALSE,ODA Grants,0.382217
2018,Ireland,Liberia,TRUE,FALSE,FALSE,ODA Grants,1.202716
2018,Ireland,Zambia,FALSE,TRUE,FALSE,ODA Grants,0.499922
2018,Ireland,Guinea,FALSE,FALSE,FALSE,ODA Grants,0.40321
2018,Ireland,Zimbabwe,TRUE,FALSE,FALSE,ODA Grants,1.876019
2018,Ireland,Mali,FALSE,FALSE,FALSE,ODA Grants,0.393269
2018,Ireland,Central African Republic,FALSE,FALSE,FALSE,ODA Grants,7.007986
2018,Ireland,Sierra Leone,FALSE,TRUE,FALSE,ODA Grants,0.231757
2018,Ireland,Sierra Leone,TRUE,FALSE,FALSE,ODA Grants,4.304491
2018,Ireland,Sudan,FALSE,FALSE,FALSE,ODA Grants,5.903839
2018,Ireland,Senegal,FALSE,FALSE,FALSE,ODA Grants,0.698299
2018,Ireland,"Africa, regional",FALSE,FALSE,FALSE,ODA Grants,3.423974
2018,Ireland,Democratic Republic of the Congo,TRUE,FALSE,FALSE,ODA Grants,0.649415
2018,Ireland,Democratic Republic of the Congo,FALSE,TRUE,FALSE,ODA Grants,0.71798
2018,Ireland,Gambia,FALSE,FALSE,FALSE,ODA Grants,0.040258
2018,Ireland,Malawi,TRUE,FALSE,FALSE,ODA Grants,0.737061
2018,Ireland,Zambia,FALSE,FALSE,TRUE,ODA Grants,0.231756
2018,Ireland,Libya,FALSE,FALSE,FALSE,ODA Grants,0.117231
2018,Ireland,Rwanda,FALSE,TRUE,FALSE,ODA Grants,0.534013
2018,Ireland,Ethiopia,TRUE,FALSE,FALSE,ODA Grants,2.871983
2018,Ireland,Ethiopia,FALSE,TRUE,FALSE,ODA Grants,4.150525
2018,Ireland,Zambia,TRUE,FALSE,FALSE,ODA Grants,0.324459
2018,Ireland,Mauritania,TRUE,FALSE,FALSE,ODA Grants,0.078288
2018,Ireland,Zimbabwe,FALSE,TRUE,FALSE,ODA Grants,0.313663
2018,Ireland,Mozambique,TRUE,FALSE,FALSE,ODA Grants,0.057939
2018,Ireland,Benin,TRUE,FALSE,FALSE,ODA Grants,0.105885
2018,Ireland,Guinea,TRUE,FALSE,FALSE,ODA Grants,0.029872
2018,Ireland,Angola,FALSE,FALSE,FALSE,ODA Grants,0.393395
2018,Ireland,Guinea-Bissau,TRUE,FALSE,FALSE,ODA Grants,0.028202
2018,Ireland,South Sudan,TRUE,FALSE,FALSE,ODA Grants,0.194991
2018,Ireland,Eritrea,FALSE,FALSE,FALSE,ODA Grants,1.431424
2018,Ireland,Niger,FALSE,TRUE,FALSE,ODA Grants,0.113391
2018,Ireland,Mali,TRUE,FALSE,FALSE,ODA Grants,0.027234
2018,Ireland,Tanzania,FALSE,TRUE,FALSE,ODA Grants,0.579391
2018,Ireland,Egypt,TRUE,FALSE,FALSE,ODA Grants,0.030128
2018,Ireland,Zambia,TRUE,TRUE,FALSE,ODA Grants,0.057939
2018,Ireland,Sudan,FALSE,TRUE,FALSE,ODA Grants,0.289232
2018,Ireland,Angola,TRUE,FALSE,FALSE,ODA Grants,0.10041
2018,Ireland,Ghana,FALSE,FALSE,FALSE,ODA Grants,0.050493
2018,Ireland,Uganda,FALSE,TRUE,FALSE,ODA Grants,0.450636
2018,Ireland,Lesotho,FALSE,FALSE,FALSE,ODA Grants,0.03669
2018,Ireland,Mozambique,FALSE,TRUE,FALSE,ODA Grants,0.579391
2018,Ireland,Egypt,FALSE,FALSE,FALSE,ODA Grants,0.011608
2018,Ireland,Sudan,TRUE,FALSE,FALSE,ODA Grants,0.266983
2018,Ireland,Côte d'Ivoire,FALSE,FALSE,FALSE,ODA Grants,0.017432
2018,Ireland,Central African Republic,TRUE,FALSE,FALSE,ODA Grants,0.050291
2018,Ireland,Burkina Faso,FALSE,TRUE,FALSE,ODA Grants,0.025606
2018,Ireland,Chad,TRUE,FALSE,FALSE,ODA Grants,0.23361
2018,Ireland,Eswatini,FALSE,FALSE,FALSE,ODA Grants,0.017382
2018,United Kingdom,Nigeria,FALSE,FALSE,FALSE,ODA Grants,372.222002
2018,United Kingdom,Ethiopia,FALSE,FALSE,FALSE,ODA Grants,368.135905
2018,United Kingdom,Rwanda,FALSE,FALSE,FALSE,ODA Grants,69.194798
2018,United Kingdom,Tanzania,FALSE,FALSE,FALSE,ODA Grants,156.559135
2018,United Kingdom,"Africa, regional",FALSE,FALSE,FALSE,ODA Grants,517.729245
2018,United Kingdom,Egypt,FALSE,FALSE,FALSE,ODA Grants,30.591157
2018,United Kingdom,South Sudan,FALSE,FALSE,FALSE,ODA Grants,204.464663
2018,United Kingdom,Kenya,FALSE,FALSE,FALSE,ODA Grants,108.96234
2018,United Kingdom,Ghana,FALSE,FALSE,FALSE,ODA Grants,43.551547
2018,United Kingdom,Somalia,FALSE,FALSE,FALSE,ODA Grants,210.306312
2018,United Kingdom,Zambia,FALSE,FALSE,FALSE,ODA Grants,36.029723
2018,United Kingdom,Malawi,FALSE,FALSE,FALSE,ODA Grants,95.494629
2018,United Kingdom,Zambia,TRUE,FALSE,FALSE,ODA Grants,6.553541
2018,United Kingdom,Zimbabwe,FALSE,FALSE,FALSE,ODA Grants,107.654552
2018,United Kingdom,Democratic Republic of the Congo,FALSE,FALSE,FALSE,ODA Grants,282.736818
2018,United Kingdom,Uganda,TRUE,FALSE,FALSE,ODA Grants,14.277197
2018,United Kingdom,Tanzania,TRUE,FALSE,FALSE,ODA Grants,51.673685
2018,United Kingdom,Mozambique,FALSE,FALSE,FALSE,ODA Grants,94.596846
2018,United Kingdom,Morocco,FALSE,FALSE,FALSE,ODA Grants,7.237042
2018,United Kingdom,South Africa,FALSE,FALSE,FALSE,ODA Grants,41.232522
2018,United Kingdom,"Africa, regional",FALSE,TRUE,FALSE,ODA Grants,42.624933
2018,United Kingdom,Sierra Leone,FALSE,FALSE,FALSE,ODA Grants,100.455781
2018,United Kingdom,Libya,FALSE,FALSE,FALSE,ODA Grants,16.618631
2018,United Kingdom,Liberia,FALSE,FALSE,FALSE,ODA Grants,0.972094
2018,United Kingdom,Somalia,TRUE,FALSE,FALSE,ODA Grants,58.92049
2018,United Kingdom,Senegal,FALSE,FALSE,FALSE,ODA Grants,1.08865
2018,United Kingdom,Uganda,FALSE,TRUE,FALSE,ODA Grants,19.246815
2018,United Kingdom,Rwanda,TRUE,FALSE,FALSE,ODA Grants,1.788923
2018,United Kingdom,Uganda,FALSE,FALSE,FALSE,ODA Grants,122.927088
2018,United Kingdom,Tunisia,FALSE,FALSE,FALSE,ODA Grants,16.328028
2018,United Kingdom,Mali,FALSE,FALSE,FALSE,ODA Grants,8.46688
2018,United Kingdom,Algeria,FALSE,FALSE,FALSE,ODA Grants,9.1869
2018,United Kingdom,Cameroon,FALSE,FALSE,FALSE,ODA Grants,14.367137
2018,United Kingdom,Gambia,FALSE,FALSE,FALSE,ODA Grants,22.414747
2018,United Kingdom,Madagascar,FALSE,FALSE,FALSE,ODA Grants,1.219319
2018,United Kingdom,Ghana,TRUE,FALSE,FALSE,ODA Grants,8.800883
2018,United Kingdom,Sudan,FALSE,TRUE,FALSE,ODA Grants,9.065109
2018,United Kingdom,Sudan,FALSE,FALSE,FALSE,ODA Grants,111.406337
2018,United Kingdom,South Sudan,FALSE,TRUE,FALSE,ODA Grants,6.842429
2018,United Kingdom,Malawi,TRUE,FALSE,FALSE,ODA Grants,15.52511
2018,United Kingdom,Burundi,FALSE,FALSE,FALSE,ODA Grants,5.592089
2018,United Kingdom,Zimbabwe,TRUE,FALSE,FALSE,ODA Grants,22.802543
2018,United Kingdom,Guinea-Bissau,TRUE,FALSE,FALSE,ODA Grants,0.031398
2018,United Kingdom,Ethiopia,TRUE,FALSE,FALSE,ODA Grants,31.038613
2018,United Kingdom,Burkina Faso,FALSE,FALSE,FALSE,ODA Grants,2.535315
2018,United Kingdom,"Africa, regional",TRUE,FALSE,FALSE,ODA Grants,37.81474
2018,United Kingdom,Eritrea,FALSE,FALSE,FALSE,ODA Grants,3.82508
2018,United Kingdom,Côte d'Ivoire,FALSE,FALSE,FALSE,ODA Grants,0.8218
2018,United Kingdom,Botswana,FALSE,FALSE,FALSE,ODA Grants,1.5874
2018,United Kingdom,Tanzania,FALSE,TRUE,FALSE,ODA Grants,5.090309
2018,United Kingdom,Congo,FALSE,FALSE,FALSE,ODA Grants,2.490256
2018,United Kingdom,Nigeria,TRUE,FALSE,FALSE,ODA Grants,26.781899
2018,United Kingdom,Mozambique,TRUE,FALSE,FALSE,ODA Grants,4.395994
2018,United Kingdom,Nigeria,FALSE,TRUE,FALSE,ODA Grants,15.06048
2018,United Kingdom,Benin,FALSE,FALSE,FALSE,ODA Grants,0.540056
2018,United Kingdom,Niger,FALSE,FALSE,FALSE,ODA Grants,1.224619
2018,United Kingdom,Angola,FALSE,FALSE,FALSE,ODA Grants,0.623364
